CommonName,PublishedSortOrder,BioDataTaxonName,HybridFlag,BenchTaxonName,BenchTaxonReferenceCode,ITIS_TSN,ITIS_MatchCode,PublishedTaxonNameLevel,PublishedTaxonName,PublishedTaxonNameAuthority,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Superfamily,Family,Subfamily,Genus,Species,Subspecies,TaxonVersionNumber
bantam sunfish,1000909,Lepomis symmetricus,N,Lepomis symmetricus,"",168156,exact match,Species,Lepomis symmetricus,"Forbes in Jordan and Gilbert, 1883","Lepomis symmetricus Forbes in Jordan and Gilbert, 1883",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Lepomis,Lepomis symmetricus,"",5.5
black basses,1000910,Micropterus,N,Micropterus,"",168158,exact match,Genus,Micropterus,"Lacepède, 1802","Micropterus Lacepède, 1802",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,"","",5.5
Chattahoochee Bass,1000912,Micropterus chattahoochae,N,Micropterus chattahoochae,"Baker and others, 2013",168163,exact match,Species,Micropterus coosae,"Hubbs and Bailey, 1940","Micropterus coosae Hubbs and Bailey, 1940",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,Micropterus coosae,"",5.5
Redeye Bass group,1000914,Micropterus coosae group,N,Micropterus coosae,"",168163,exact match,Species,Micropterus coosae,"Hubbs and Bailey, 1940","Micropterus coosae Hubbs and Bailey, 1940",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,Micropterus coosae,"",5.5
Bartram's Bass,1000915,Micropterus sp. cf. M. coosae,N,Micropterus sp. cf. M. coosae,"",168163,exact match,Species,Micropterus coosae,"Hubbs and Bailey, 1940","Micropterus coosae Hubbs and Bailey, 1940",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,Micropterus coosae,"",5.5
Smallmouth Bass,1000918,Micropterus dolomieu,N,Micropterus dolomieu,"",550562,exact match,Species,Micropterus dolomieu,"Lacepède, 1802","Micropterus dolomieu Lacepède, 1802",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,Micropterus dolomieu,"",5.5
Alabama Bass,1000919,Micropterus henshalli,N,Micropterus henshalli,"",168158,mapped to nearest ITIS parent taxon,Species,Micropterus henshalli,"Hubbs and Bailey, 1940","Micropterus henshalli Hubbs and Bailey, 1940",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,Micropterus henshalli,"",5.5
Suwannee Bass,1000920,Micropterus notius,N,Micropterus notius,"",168164,exact match,Species,Micropterus notius,"Bailey and Hubbs, 1949","Micropterus notius Bailey and Hubbs, 1949",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,Micropterus notius,"",5.5
Spotted Bass,1000921,Micropterus punctulatus,N,Micropterus punctulatus,"",168161,exact match,Species,Micropterus punctulatus,"(Rafinesque, 1819)","Micropterus punctulatus (Rafinesque, 1819)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,Micropterus punctulatus,"",5.5
Largemouth Bass,1000922,Micropterus salmoides,N,Micropterus salmoides,"",168160,exact match,Species,Micropterus salmoides,"(Lacepède, 1802)","Micropterus salmoides (Lacepède, 1802)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,Micropterus salmoides,"",5.5
Guadalupe Bass,1000923,Micropterus treculii,N,Micropterus treculii,"",168162,exact match,Species,Micropterus treculii,"(Vaillant and Bocourt, 1874)","Micropterus treculii (Vaillant and Bocourt, 1874)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Micropterus,Micropterus treculii,"",5.5
crappies,1000924,Pomoxis,N,Pomoxis,"",168165,exact match,Genus,Pomoxis,"Rafinesque, 1818","Pomoxis Rafinesque, 1818",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Pomoxis,"","",5.5
white crappie,1000925,Pomoxis annularis,N,Pomoxis annularis,"",168166,exact match,Species,Pomoxis annularis,"Rafinesque, 1818","Pomoxis annularis Rafinesque, 1818",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Pomoxis,Pomoxis annularis,"",5.5
black crappie,1000926,Pomoxis nigromaculatus,N,Pomoxis nigromaculatus,"",168167,exact match,Species,Pomoxis nigromaculatus,"(Lesueur in Cuvier and Valenciennes, 1829)","Pomoxis nigromaculatus (Lesueur in Cuvier and Valenciennes, 1829)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Centrarchidae,"",Pomoxis,Pomoxis nigromaculatus,"",5.5
perches,1000927,Percidae,N,Percidae,"",168356,exact match,Family,Percidae,"",Percidae,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"","","","",5.5
naked sand darter,1000929,Ammocrypta beanii,N,Ammocrypta beanii,"",553376,exact match,Species,Ammocrypta beanii,"Jordan, 1877","Ammocrypta beanii Jordan, 1877",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Ammocrypta,Ammocrypta beanii,"",5.5
western sand darter,1000931,Ammocrypta clara,N,Ammocrypta clara,"",168515,exact match,Species,Ammocrypta clara,"Jordan and Meek, 1885","Ammocrypta clara Jordan and Meek, 1885",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Ammocrypta,Ammocrypta clara,"",5.5
eastern sand darter,1000932,Ammocrypta pellucida,N,Ammocrypta pellucida,"",168517,exact match,Species,Ammocrypta pellucida,"(Putnam, 1863)","Ammocrypta pellucida (Putnam, 1863)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Ammocrypta,Ammocrypta pellucida,"",5.5
scaly sand darter,1000933,Ammocrypta vivax,N,Ammocrypta vivax,"",168518,exact match,Species,Ammocrypta vivax,"Hay, 1882","Ammocrypta vivax Hay, 1882",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Ammocrypta,Ammocrypta vivax,"",5.5
smoothbelly darters,1000936,Etheostoma,N,Etheostoma,"",168357,exact match,Genus,Etheostoma,"Rafinesque, 1819","Etheostoma Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,"","",5.5
rainbow x orangethroat darter,1000937,Etheostoma caeruleum x Etheostoma spectabile,Y,Etheostoma caeruleum x Etheostoma spectabile,"",168357,exact match,Genus,Etheostoma,"Rafinesque, 1819","Etheostoma Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,"","",5.5
Sipsey Darter,1000938,Etheostoma cf. bellator,N,Etheostoma cf. bellator,"",168357,exact match,Genus,Etheostoma,"Rafinesque, 1819","Etheostoma Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,"","",5.5
sharphead darter,1000940,Etheostoma acuticeps,N,Etheostoma acuticeps,"",168370,exact match,Species,Etheostoma acuticeps,"Bailey, 1959","Etheostoma acuticeps Bailey, 1959",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma acuticeps,"",5.5
coppercheek darter,1000941,Etheostoma aquali,N,Etheostoma aquali,"",168371,exact match,Species,Etheostoma aquali,"Williams and Etnier, 1978","Etheostoma aquali Williams and Etnier, 1978",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma aquali,"",5.5
Redspot Darter,1000942,Etheostoma artesiae,N,Etheostoma artesiae,"",650196,exact match,Species,Etheostoma artesiae,"(Hay, 1881)","Etheostoma artesiae (Hay, 1881)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma artesiae,"",5.5
mud darter,1000943,Etheostoma asprigene,N,Etheostoma asprigene,"",168372,exact match,Species,Etheostoma asprigene,"(Forbes in Jordan, 1878)","Etheostoma asprigene (Forbes in Jordan, 1878)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma asprigene,"",5.5
Autumn Darter,1000944,Etheostoma autumnale,N,Etheostoma autumnale,"Mayden, 2010",168357,mapped to nearest ITIS parent taxon,Species,Etheostoma autumnale,"Mayden, 2010","Etheostoma autumnale Mayden, 2010",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma autumnale,"",5.5
greenside darter,1000949,Etheostoma blennioides,N,Etheostoma blennioides,"",168375,exact match,Species,Etheostoma blennioides,"Rafinesque, 1819","Etheostoma blennioides Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma blennioides,"",5.5
blenny darter,1000950,Etheostoma blennius,N,Etheostoma blennius,"",168376,exact match,Species,Etheostoma blennius,"Gilbert and Swain in Gilbert, 1887","Etheostoma blennius Gilbert and Swain in Gilbert, 1887",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma blennius,"",5.5
slackwater darter,1000951,Etheostoma boschungi,N,Etheostoma boschungi,"",168377,exact match,Species,Etheostoma boschungi,"Wall and Williams, 1974","Etheostoma boschungi Wall and Williams, 1974",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma boschungi,"",5.5
rainbow darter,1000952,Etheostoma caeruleum,N,Etheostoma caeruleum,"",168378,exact match,Species,Etheostoma caeruleum,"Storer, 1845","Etheostoma caeruleum Storer, 1845",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma caeruleum,"",5.5
bluebreast darter,1000953,Etheostoma camurum,N,Etheostoma camurum,"",168379,exact match,Species,Etheostoma camurum,"(Cope, 1870)","Etheostoma camurum (Cope, 1870)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma camurum,"",5.5
greenfin darter,1000954,Etheostoma chlorobranchium,N,Etheostoma chlorobranchium,"",168380,exact match,Species,Etheostoma chlorobranchium,"Zorach, 1972","Etheostoma chlorobranchium Zorach, 1972",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma chlorobranchium,"",5.5
bluntnose darter,1000955,Etheostoma chlorosomum,N,Etheostoma chlorosomum,"",168365,exact match,Species,Etheostoma chlorosomum,"(Hay, 1881)","Etheostoma chlorosomum (Hay, 1881)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma chlorosomum,"",5.5
Lipstick Darter,1000956,Etheostoma chuckwachatte,N,Etheostoma chuckwachatte,"",201985,exact match,Species,Etheostoma chuckwachatte,"Mayden and Wood, 1993","Etheostoma chuckwachatte Mayden and Wood, 1993",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma chuckwachatte,"",5.5
ashy darter,1000957,Etheostoma cinereum,N,Etheostoma cinereum,"",168381,exact match,Species,Etheostoma cinereum,"Storer, 1845","Etheostoma cinereum Storer, 1845",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma cinereum,"",5.5
Carolina darter,1000959,Etheostoma collis,N,Etheostoma collis,"",168383,exact match,Species,Etheostoma collis,"(Hubbs and Cannon, 1935)","Etheostoma collis (Hubbs and Cannon, 1935)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma collis,"",5.5
Coosa darter,1000960,Etheostoma coosae,N,Etheostoma coosae,"",168385,exact match,Species,Etheostoma coosae,"(Fowler, 1945)","Etheostoma coosae (Fowler, 1945)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma coosae,"",5.5
Arkansas darter,1000961,Etheostoma cragini,N,Etheostoma cragini,"",168386,exact match,Species,Etheostoma cragini,"Gilbert, 1885","Etheostoma cragini Gilbert, 1885",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma cragini,"",5.5
fringed darter,1000962,Etheostoma crossopterum,N,Etheostoma crossopterum,"",168454,exact match,Species,Etheostoma crossopterum,"Braasch and Mayden, 1985","Etheostoma crossopterum Braasch and Mayden, 1985",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma crossopterum,"",5.5
golden darter,1000964,Etheostoma denoncourti,N,Etheostoma denoncourti,"",553406,exact match,Species,Etheostoma denoncourti,"Stauffer and van Snik, 1997","Etheostoma denoncourti Stauffer and van Snik, 1997",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma denoncourti,"",5.5
Tuskaloosa Darter,1000966,Etheostoma douglasi,N,Etheostoma douglasi,"",201992,exact match,Species,Etheostoma douglasi,"Wood and Mayden, 1993","Etheostoma douglasi Wood and Mayden, 1993",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma douglasi,"",5.5
black darter,1000967,Etheostoma duryi,N,Etheostoma duryi,"",168389,exact match,Species,Etheostoma duryi,"Henshall, 1889","Etheostoma duryi Henshall, 1889",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma duryi,"",5.5
brown darter,1000968,Etheostoma edwini,N,Etheostoma edwini,"",168390,exact match,Species,Etheostoma edwini,"(Hubbs and Cannon, 1935)","Etheostoma edwini (Hubbs and Cannon, 1935)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma edwini,"",5.5
Arkansas saddled darter,1000970,Etheostoma euzonum,N,Etheostoma euzonum,"",168392,exact match,Species,Etheostoma euzonum,"(Hubbs and Black, 1940)","Etheostoma euzonum (Hubbs and Black, 1940)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma euzonum,"",5.5
Iowa darter,1000971,Etheostoma exile,N,Etheostoma exile,"",168393,exact match,Species,Etheostoma exile,"(Girard, 1859)","Etheostoma exile (Girard, 1859)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma exile,"",5.5
fantail darter,1000972,Etheostoma flabellare,N,Etheostoma flabellare,"",168394,exact match,Species,Etheostoma flabellare,"Rafinesque, 1819","Etheostoma flabellare Rafinesque, 1819",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma flabellare,"",5.5
saffron darter,1000973,Etheostoma flavum,N,Etheostoma flavum,"",168455,exact match,Species,Etheostoma flavum,"Etnier and Bailey, 1989","Etheostoma flavum Etnier and Bailey, 1989",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma flavum,"",5.5
Savannah darter,1000975,Etheostoma fricksium,N,Etheostoma fricksium,"",168396,exact match,Species,Etheostoma fricksium,"Hildebrand, 1923","Etheostoma fricksium Hildebrand, 1923",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma fricksium,"",5.5
swamp darter,1000976,Etheostoma fusiforme,N,Etheostoma fusiforme,"",168358,exact match,Species,Etheostoma fusiforme,"(Girard, 1854)","Etheostoma fusiforme (Girard, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma fusiforme,"",5.5
slough darter,1000977,Etheostoma gracile,N,Etheostoma gracile,"",168366,exact match,Species,Etheostoma gracile,"(Girard, 1859)","Etheostoma gracile (Girard, 1859)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma gracile,"",5.5
Tuckasegee Darter,1000979,Etheostoma gutselli,N,Etheostoma gutselli,"",913901,exact match,Species,Etheostoma gutselli,"(Hildebrand, 1932)","Etheostoma gutselli (Hildebrand, 1932)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma gutselli,"",5.5
harlequin darter,1000980,Etheostoma histrio,N,Etheostoma histrio,"",168398,exact match,Species,Etheostoma histrio,"Jordan and Gilbert in Gilbert, 1887","Etheostoma histrio Jordan and Gilbert in Gilbert, 1887",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma histrio,"",5.5
Christmas darter,1000981,Etheostoma hopkinsi,N,Etheostoma hopkinsi,"",168399,exact match,Species,Etheostoma hopkinsi,"(Fowler, 1945)","Etheostoma hopkinsi (Fowler, 1945)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma hopkinsi,"",5.5
turquoise darter,1000982,Etheostoma inscriptum,N,Etheostoma inscriptum,"",168400,exact match,Species,Etheostoma inscriptum,"(Jordan and Brayton, 1878)","Etheostoma inscriptum (Jordan and Brayton, 1878)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma inscriptum,"",5.5
blueside darter,1000983,Etheostoma jessiae,N,Etheostoma jessiae,"",168401,exact match,Species,Etheostoma jessiae,"(Jordan and Brayton in Jordan, 1878)","Etheostoma jessiae (Jordan and Brayton in Jordan, 1878)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma jessiae,"",5.5
greenbreast darter,1000984,Etheostoma jordani,N,Etheostoma jordani,"",168402,exact match,Species,Etheostoma jordani,"Gilbert, 1891","Etheostoma jordani Gilbert, 1891",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma jordani,"",5.5
yoke darter,1000985,Etheostoma juliae,N,Etheostoma juliae,"",168403,exact match,Species,Etheostoma juliae,"Meek, 1891","Etheostoma juliae Meek, 1891",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma juliae,"",5.5
stripetail darter,1000987,Etheostoma kennicotti,N,Etheostoma kennicotti,"",168405,exact match,Species,Etheostoma kennicotti,"(Putnam, 1863)","Etheostoma kennicotti (Putnam, 1863)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma kennicotti,"",5.5
greenthroat darter,1000988,Etheostoma lepidum,N,Etheostoma lepidum,"",168367,exact match,Species,Etheostoma lepidum,"(Baird and Girard, 1853)","Etheostoma lepidum (Baird and Girard, 1853)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma lepidum,"",5.5
longfin darter,1000989,Etheostoma longimanum,N,Etheostoma longimanum,"",168406,exact match,Species,Etheostoma longimanum,"Jordan, 1888","Etheostoma longimanum Jordan, 1888",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma longimanum,"",5.5
redband darter,1000990,Etheostoma luteovinctum,N,Etheostoma luteovinctum,"",168407,exact match,Species,Etheostoma luteovinctum,"Gilbert and Swain in Gilbert, 1887","Etheostoma luteovinctum Gilbert and Swain in Gilbert, 1887",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma luteovinctum,"",5.5
brighteye darter,1000991,Etheostoma lynceum,N,Etheostoma lynceum,"",168456,exact match,Species,Etheostoma lynceum,"Hay in Jordan, 1885","Etheostoma lynceum Hay in Jordan, 1885",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma lynceum,"",5.5
spotted darter,1000992,Etheostoma maculatum,N,Etheostoma maculatum,"",168408,exact match,Species,Etheostoma maculatum,"Kirtland, 1840","Etheostoma maculatum Kirtland, 1840",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma maculatum,"",5.5
least darter,1000996,Etheostoma microperca,N,Etheostoma microperca,"",168411,exact match,Species,Etheostoma microperca,"Jordan and Gilbert in Jordan, 1888","Etheostoma microperca Jordan and Gilbert in Jordan, 1888",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma microperca,"",5.5
Sunburst Darter,1000997,Etheostoma mihileze,N,Etheostoma mihileze,"Mayden, 2010",168357,mapped to nearest ITIS parent taxon,Species,Etheostoma mihileze,"Mayden, 2010","Etheostoma mihileze Mayden, 2010",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma mihileze,"",5.5
lollipop darter,1000999,Etheostoma neopterum,N,Etheostoma neopterum,"",168413,exact match,Species,Etheostoma neopterum,"Howell and Dingerkus, 1978","Etheostoma neopterum Howell and Dingerkus, 1978",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma neopterum,"",5.5
Niangua darter,1001000,Etheostoma nianguae,N,Etheostoma nianguae,"",168414,exact match,Species,Etheostoma nianguae,"Gilbert and Meek in Gilbert, 1887","Etheostoma nianguae Gilbert and Meek in Gilbert, 1887",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma nianguae,"",5.5
blackfin darter,1001001,Etheostoma nigripinne,N,Etheostoma nigripinne,"",168458,exact match,Species,Etheostoma nigripinne,"Braasch and Mayden, 1985","Etheostoma nigripinne Braasch and Mayden, 1985",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma nigripinne,"",5.5
johnny darter,1001002,Etheostoma nigrum,N,Etheostoma nigrum,"",168369,exact match,Species,Etheostoma nigrum,"Rafinesque, 1820","Etheostoma nigrum Rafinesque, 1820",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma nigrum,"",5.5
sooty darter,1001006,Etheostoma olivaceum,N,Etheostoma olivaceum,"",168418,exact match,Species,Etheostoma olivaceum,"Braasch and Page, 1979","Etheostoma olivaceum Braasch and Page, 1979",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma olivaceum,"",5.5
tessellated darter,1001007,Etheostoma olmstedi,N,Etheostoma olmstedi,"",168360,exact match,Species,Etheostoma olmstedi,"Storer, 1842","Etheostoma olmstedi Storer, 1842",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma olmstedi,"",5.5
guardian darter,1001008,Etheostoma oophylax,N,Etheostoma oophylax,"",553379,exact match,Species,Etheostoma oophylax,"Ceas and Page in Page, Ceas, Swofford and Buth, 1992","Etheostoma oophylax Ceas and Page in Page, Ceas, Swofford and Buth, 1992",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma oophylax,"",5.5
goldstripe darter,1001011,Etheostoma parvipinne,N,Etheostoma parvipinne,"",168421,exact match,Species,Etheostoma parvipinne,"Gilbert and Swain in Gilbert, 1887","Etheostoma parvipinne Gilbert and Swain in Gilbert, 1887",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma parvipinne,"",5.5
Stippled Darter,1001016,Etheostoma punctulatum,N,Etheostoma punctulatum,"Mayden, 2010",168425,exact match,Species,Etheostoma punctulatum,"(Agassiz, 1854)","Etheostoma punctulatum (Agassiz, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma punctulatum,"",5.5
Stippled Darter,1001017,Etheostoma punctulatum,N,"Etheostoma punctulatum sensu Mayden, 2010","",168425,exact match,Species,Etheostoma punctulatum,"(Agassiz, 1854)","Etheostoma punctulatum (Agassiz, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma punctulatum,"",5.5
Alabama darter,1001021,Etheostoma ramseyi,N,Etheostoma ramseyi,"",201989,exact match,Species,Etheostoma ramseyi,"Suttkus and Bailey in Suttkus, Bailey and Bart, 1994","Etheostoma ramseyi Suttkus and Bailey in Suttkus, Bailey and Bart, 1994",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,"",Percidae,"",Etheostoma,Etheostoma ramseyi,"",5.5
